,,P38,P39,P40,P41,P42,P43,P44,P45,P46,Baro,T1,T2,T3
6/23/2018,3:16:40 AM,27.677,22.537,12.407,17.768,10.378,20.81,7.467,14.051,18.441,28.572,32.777,32.785,32.564
6/23/2018,3:33:20 AM,27.702,22.533,12.39,17.753,10.335,20.786,7.415,14.007,18.417,28.559,32.94,32.965,32.736
6/23/2018,3:50:00 AM,27.687,22.522,12.341,17.718,10.29,20.764,7.369,13.961,18.333,28.559,33.017,33.033,32.822
6/23/2018,4:06:40 AM,27.666,22.484,12.319,17.678,10.222,20.722,7.332,13.928,18.322,28.563,32.994,33.011,32.813
6/23/2018,4:23:20 AM,27.678,22.459,12.274,17.653,10.181,20.672,7.285,13.874,18.247,28.57,33.079,33.087,32.874
6/23/2018,4:40:00 AM,27.68,22.43,12.208,17.605,10.152,20.66,7.269,13.825,18.207,28.576,33.234,33.238,33.027
6/23/2018,4:56:40 AM,27.68,22.395,12.178,17.558,10.093,20.616,7.208,13.775,18.175,28.578,33.288,33.305,33.091
6/23/2018,5:13:20 AM,27.682,22.381,12.159,17.523,10.067,20.601,7.194,13.725,18.138,28.573,33.282,33.304,33.086
6/23/2018,5:30:00 AM,27.66,22.362,12.116,17.468,10.003,20.574,7.129,13.689,18.069,28.574,33.227,33.237,32.995
6/23/2018,5:46:40 AM,27.631,22.334,12.068,17.437,9.971,20.539,7.101,13.649,18.045,28.573,33.336,33.354,33.15
6/23/2018,6:03:20 AM,27.608,22.311,12.029,17.413,9.911,20.49,7.057,13.618,18.011,28.571,33.473,33.492,33.296
6/23/2018,6:20:00 AM,27.644,22.289,11.973,17.357,9.902,20.482,7.059,13.58,17.937,28.563,33.381,33.394,33.189
6/23/2018,6:36:40 AM,27.645,22.243,11.963,17.342,9.846,20.447,6.984,13.516,17.873,28.569,33.311,33.334,33.127
6/23/2018,6:53:20 AM,27.629,22.245,11.932,17.303,9.774,20.42,6.966,13.504,17.824,28.568,33.406,33.408,33.198
6/23/2018,7:10:00 AM,27.607,22.219,11.873,17.274,9.763,20.41,6.926,13.435,17.793,28.568,33.293,33.289,33.085
6/23/2018,7:26:40 AM,27.604,22.192,11.816,17.22,9.714,20.373,6.897,13.394,17.758,28.563,33.275,33.275,33.073
6/23/2018,7:43:20 AM,27.629,22.138,11.788,17.191,9.659,20.338,6.879,13.37,17.678,28.563,33.4,33.418,33.188
6/23/2018,8:00:00 AM,27.582,22.132,11.762,17.154,9.625,20.296,6.819,13.327,17.656,28.562,33.28,33.279,33.058
6/23/2018,8:16:40 AM,27.592,22.09,11.699,17.104,9.592,20.272,6.772,13.282,17.611,28.562,33.357,33.372,33.157
6/23/2018,8:33:20 AM,27.573,22.082,11.662,17.069,9.545,20.224,6.754,13.228,17.557,28.556,33.27,33.278,33.079
6/23/2018,8:50:00 AM,27.568,22.05,11.652,17.02,9.513,20.217,6.705,13.188,17.527,28.549,33.244,33.251,33.027
6/23/2018,9:06:40 AM,27.539,22.045,11.593,16.989,9.443,20.193,6.672,13.153,17.459,28.547,33.3,33.309,33.087
6/23/2018,9:23:20 AM,27.537,21.997,11.556,16.971,9.435,20.154,6.597,13.073,17.427,28.549,33.311,33.322,33.115
6/23/2018,9:40:00 AM,27.544,21.959,11.535,16.918,9.365,20.104,6.623,13.07,17.366,28.551,33.266,33.276,33.043
6/23/2018,9:56:40 AM,27.534,21.936,11.48,16.866,9.34,20.108,6.556,13.018,17.321,28.554,33.338,33.349,33.137
6/23/2018,10:13:20 AM,27.48,21.899,11.399,16.853,9.301,20.049,6.512,12.947,17.248,28.559,33.303,33.337,33.408
6/23/2018,10:30:00 AM,27.391,21.824,11.356,16.774,9.202,19.981,6.449,12.885,17.135,28.548,32.139,32.149,31.994
6/23/2018,10:46:40 AM,27.396,21.791,11.295,16.701,9.139,19.915,6.405,12.821,17.085,28.554,31.553,31.55,31.242
6/23/2018,11:03:20 AM,27.377,21.777,11.264,16.648,9.095,19.909,6.361,12.801,17.033,28.548,31.686,31.736,31.377
6/23/2018,11:20:00 AM,27.395,21.729,11.222,16.65,9.075,19.886,6.322,12.743,16.997,28.55,32.243,32.298,31.898
6/23/2018,11:36:40 AM,27.417,21.736,11.207,16.572,9.032,19.842,6.327,12.736,16.942,28.563,32.617,32.644,32.308
6/23/2018,11:53:20 AM,27.397,21.701,11.166,16.57,9.006,19.819,6.266,12.684,16.916,28.564,32.596,32.62,32.324
6/23/2018,12:10:00 PM,27.382,21.685,11.141,16.552,8.949,19.802,6.23,12.629,16.873,28.565,32.569,32.592,32.296
6/23/2018,12:26:40 PM,27.398,21.679,11.113,16.528,8.914,19.788,6.221,12.601,16.826,28.564,32.672,32.667,32.417
6/23/2018,12:43:20 PM,27.433,21.643,11.091,16.478,8.893,19.765,6.206,12.568,16.768,28.568,32.981,33.002,32.768
6/23/2018,1:00:00 PM,27.386,21.635,11.03,16.423,8.871,19.73,6.146,12.529,16.731,28.575,33.06,33.072,32.862
6/23/2018,1:16:40 PM,27.392,21.615,11.006,16.397,8.8,19.68,6.116,12.502,16.677,28.577,33.124,33.133,32.924
6/23/2018,1:33:20 PM,27.334,21.539,10.97,16.364,8.765,19.636,6.091,12.429,16.617,28.577,33.009,33.058,33.073
6/23/2018,1:50:00 PM,27.28,21.487,10.896,16.282,8.717,19.587,6.033,12.377,16.562,28.564,32.213,32.238,32.175
6/23/2018,2:06:40 PM,27.245,21.458,10.828,16.238,8.64,19.526,6.002,12.323,16.479,28.564,31.341,31.396,31.108
6/23/2018,2:23:20 PM,27.215,21.404,10.792,16.202,8.607,19.513,5.959,12.302,16.426,28.55,30.955,30.989,30.673
6/23/2018,2:40:00 PM,27.198,21.39,10.736,16.158,8.544,19.479,5.893,12.231,16.358,28.555,30.897,30.956,30.645
6/23/2018,2:56:40 PM,27.199,21.355,10.725,16.108,8.515,19.432,5.889,12.196,16.317,28.555,30.875,30.893,30.529
6/23/2018,3:13:20 PM,27.18,21.311,10.672,16.069,8.489,19.387,5.852,12.156,16.243,28.556,30.818,30.889,30.559
6/23/2018,3:30:00 PM,27.167,21.29,10.625,16.02,8.433,19.365,5.815,12.119,16.194,28.555,30.761,30.83,30.577
6/23/2018,3:46:40 PM,27.13,21.246,10.573,15.99,8.389,19.317,5.796,12.063,16.161,28.556,30.589,30.685,30.395
6/23/2018,4:03:20 PM,27.112,21.211,10.541,15.937,8.34,19.284,5.715,12.011,16.095,28.555,30.539,30.623,30.294
6/23/2018,4:20:00 PM,27.118,21.214,10.499,15.922,8.29,19.266,5.709,11.974,16.033,28.556,30.6,30.715,30.338
6/23/2018,4:36:40 PM,27.099,21.155,10.465,15.868,8.282,19.218,5.687,11.912,15.975,28.556,30.552,30.64,30.259
6/23/2018,4:53:20 PM,27.093,21.161,10.431,15.844,8.24,19.21,5.641,11.893,15.952,28.544,30.624,30.67,30.283
6/23/2018,5:10:00 PM,27.113,21.126,10.44,15.825,8.205,19.189,5.622,11.879,15.907,28.539,30.596,30.677,30.327
6/23/2018,5:26:40 PM,27.11,21.104,10.37,15.793,8.186,19.148,5.574,11.817,15.888,28.548,30.686,30.774,30.476
6/23/2018,5:43:20 PM,27.098,21.078,10.372,15.768,8.15,19.13,5.592,11.803,15.831,28.548,30.771,30.849,30.553
6/23/2018,6:00:00 PM,27.083,21.052,10.323,15.707,8.104,19.11,5.549,11.764,15.759,28.548,30.509,30.592,30.349
6/23/2018,6:16:40 PM,27.045,21.035,10.272,15.682,8.065,19.059,5.521,11.702,15.736,28.549,30.559,30.703,30.394
6/23/2018,6:33:20 PM,27.032,20.996,10.24,15.658,8.027,19.034,5.453,11.667,15.696,28.537,30.359,30.477,30.164
6/23/2018,6:50:00 PM,27.014,20.941,10.184,15.589,7.983,18.992,5.446,11.637,15.614,28.535,30.352,30.464,30.195
6/23/2018,7:06:40 PM,26.966,20.915,10.171,15.518,7.935,18.962,5.395,11.582,15.566,28.537,30.229,30.355,30.062
6/23/2018,7:23:20 PM,26.991,20.889,10.129,15.495,7.912,18.924,5.387,11.555,15.524,28.555,30.346,30.484,30.101
6/23/2018,7:40:00 PM,26.974,20.868,10.064,15.521,7.888,18.92,5.326,11.515,15.457,28.55,30.333,30.49,30.29
6/23/2018,7:56:40 PM,26.926,20.833,10.017,15.456,7.826,18.87,5.304,11.464,15.414,28.548,30.185,30.266,29.992
6/23/2018,8:13:20 PM,26.901,20.795,10.008,15.383,7.8,18.856,5.263,11.416,15.336,28.544,30.143,30.302,30.025
6/23/2018,8:30:00 PM,26.892,20.745,9.98,15.349,7.745,18.767,5.221,11.391,15.289,28.54,29.908,30.07,29.752
6/23/2018,8:46:40 PM,26.873,20.742,9.919,15.306,7.7,18.74,5.186,11.34,15.26,28.545,29.919,30.037,29.82
6/23/2018,9:03:20 PM,26.841,20.69,9.862,15.242,7.68,18.742,5.17,11.297,15.175,28.543,29.855,29.989,29.753
6/23/2018,9:20:00 PM,26.822,20.676,9.856,15.236,7.639,18.676,5.143,11.25,15.1,28.545,29.908,30.055,29.834
6/23/2018,9:36:40 PM,26.806,20.619,9.814,15.211,7.573,18.649,5.082,11.209,15.064,28.551,29.773,29.927,29.638
6/23/2018,9:53:20 PM,26.778,20.584,9.761,15.169,7.551,18.607,5.067,11.186,15.013,28.553,29.689,29.846,29.547
6/23/2018,10:10:00 PM,26.751,20.531,9.733,15.14,7.518,18.563,5.041,11.127,14.958,28.539,29.62,29.743,29.502
6/23/2018,10:26:40 PM,26.732,20.533,9.685,15.089,7.47,18.512,5.027,11.1,14.908,28.538,29.597,29.743,29.545
6/23/2018,10:43:20 PM,26.702,20.476,9.648,15.036,7.44,18.488,4.955,11.04,14.841,28.542,29.522,29.661,29.354
6/23/2018,11:00:00 PM,26.672,20.449,9.626,15.002,7.412,18.454,4.946,11.007,14.766,28.544,29.452,29.599,29.378
6/23/2018,11:16:40 PM,26.686,20.433,9.58,14.969,7.372,18.432,4.899,10.967,14.733,28.549,29.336,29.487,29.176
6/23/2018,11:33:20 PM,26.635,20.399,9.541,14.925,7.333,18.389,4.871,10.915,14.681,28.559,29.458,29.58,29.293
6/23/2018,11:50:00 PM,26.618,20.363,9.512,14.883,7.283,18.385,4.84,10.884,14.639,28.565,29.372,29.494,29.056
6/24/2018,12:06:40 AM,26.639,20.369,9.521,14.85,7.282,18.371,4.824,10.887,14.572,28.571,29.683,29.798,29.282
6/24/2018,12:23:20 AM,26.679,20.33,9.499,14.858,7.245,18.353,4.819,10.844,14.558,28.584,29.862,29.969,29.55
6/24/2018,12:40:00 AM,26.699,20.357,9.459,14.831,7.249,18.323,4.814,10.834,14.53,28.58,29.993,30.052,29.698
6/24/2018,12:56:40 AM,26.674,20.302,9.452,14.806,7.201,18.301,4.76,10.822,14.486,28.579,30.058,30.144,29.96
6/24/2018,1:13:20 AM,26.643,20.286,9.378,14.758,7.153,18.28,4.738,10.762,14.453,28.582,29.885,29.964,29.739
6/24/2018,1:30:00 AM,26.673,20.261,9.357,14.749,7.135,18.267,4.687,10.745,14.411,28.585,30.06,30.123,29.775
6/24/2018,1:46:40 AM,26.665,20.286,9.331,14.7,7.127,18.25,4.714,10.679,14.369,28.586,29.978,30.032,29.743
6/24/2018,2:03:20 AM,26.646,20.22,9.31,14.7,7.062,18.207,4.681,10.644,14.326,28.605,30.088,30.166,29.797
6/24/2018,2:20:00 AM,26.62,20.208,9.269,14.658,7.019,18.197,4.632,10.643,14.272,28.61,30.14,30.203,29.789
6/24/2018,2:36:40 AM,26.654,20.181,9.247,14.629,6.989,18.165,4.636,10.598,14.221,28.614,30.147,30.219,29.907
6/24/2018,2:53:20 AM,26.631,20.144,9.231,14.569,6.977,18.169,4.595,10.55,14.187,28.618,30.178,30.26,29.874
6/24/2018,3:10:00 AM,26.626,20.11,9.18,14.533,6.944,18.099,4.572,10.505,14.134,28.605,30.071,30.158,29.757
6/24/2018,3:26:40 AM,26.614,20.101,9.151,14.495,6.891,18.06,4.55,10.484,14.082,28.609,30.099,30.212,29.811
6/24/2018,3:43:20 AM,26.592,20.045,9.14,14.485,6.852,18.033,4.516,10.445,14.034,28.607,30.204,30.243,29.794
6/24/2018,4:00:00 AM,26.605,20.043,9.086,14.461,6.842,18.02,4.507,10.432,13.997,28.607,30.062,30.14,29.794
6/24/2018,4:16:40 AM,26.591,20.037,9.065,14.401,6.8,18.029,4.503,10.38,13.955,28.607,30.234,30.334,29.973
6/24/2018,4:33:20 AM,26.575,20.003,9.045,14.383,6.783,17.957,4.44,10.378,13.894,28.61,30.132,30.218,29.84
6/24/2018,4:50:00 AM,26.591,19.996,8.993,14.353,6.73,17.945,4.446,10.314,13.869,28.609,30.116,30.172,29.803
6/24/2018,5:06:40 AM,26.548,19.968,8.978,14.297,6.707,17.924,4.407,10.302,13.817,28.608,30.076,30.151,29.746
6/24/2018,5:23:20 AM,26.525,19.913,8.928,14.281,6.698,17.893,4.432,10.259,13.757,28.612,30.167,30.226,29.8
6/24/2018,5:40:00 AM,26.544,19.896,8.888,14.265,6.649,17.851,4.362,10.195,13.753,28.615,30.086,30.201,29.758
6/24/2018,5:56:40 AM,26.536,19.875,8.895,14.191,6.606,17.818,4.32,10.192,13.693,28.619,30.059,30.144,29.715
6/24/2018,6:13:20 AM,26.525,19.851,8.834,14.179,6.571,17.791,4.324,10.149,13.643,28.616,30.063,30.14,29.814
6/24/2018,6:30:00 AM,26.526,19.816,8.81,14.154,6.542,17.773,4.323,10.137,13.603,28.619,30.136,30.232,29.81
6/24/2018,6:46:40 AM,26.511,19.809,8.777,14.103,6.516,17.745,4.273,10.094,13.536,28.616,30.014,30.1,29.594
6/24/2018,7:03:20 AM,26.486,19.767,8.761,14.072,6.484,17.713,4.257,10.066,13.498,28.621,29.986,30.066,29.603
6/24/2018,7:20:00 AM,26.476,19.757,8.741,14.064,6.479,17.697,4.218,10.038,13.471,28.622,30.495,30.572,30.124
6/24/2018,7:36:40 AM,26.515,19.754,8.709,14.042,6.439,17.668,4.217,10.003,13.454,28.626,30.917,30.988,30.557
6/24/2018,7:53:20 AM,26.552,19.739,8.713,14.048,6.431,17.688,4.221,10,13.447,28.639,31.329,31.399,31.009
6/24/2018,8:10:00 AM,26.548,19.727,8.716,13.996,6.4,17.688,4.21,9.971,13.396,28.636,31.688,31.772,31.44
6/24/2018,8:26:40 AM,26.563,19.731,8.68,13.979,6.398,17.677,4.186,9.967,13.383,28.635,32.165,32.222,31.927
6/24/2018,8:43:20 AM,26.573,19.743,8.659,13.967,6.369,17.664,4.164,9.92,13.345,28.644,32.385,32.431,32.17
6/24/2018,9:00:00 AM,26.559,19.7,8.649,13.966,6.341,17.661,4.2,9.926,13.303,28.646,32.159,32.177,31.953
6/24/2018,9:16:40 AM,26.584,19.714,8.622,13.946,6.314,17.631,4.152,9.882,13.285,28.651,32.385,32.402,32.175
6/24/2018,9:33:20 AM,26.565,19.653,8.604,13.919,6.291,17.603,4.127,9.863,13.216,28.647,32.324,32.342,32.14
6/24/2018,9:50:00 AM,26.584,19.656,8.6,13.879,6.265,17.612,4.129,9.871,13.211,28.659,32.541,32.557,32.354
6/24/2018,10:06:40 AM,26.566,19.631,8.565,13.896,6.263,17.582,4.094,9.806,13.191,28.661,32.673,32.684,32.477
6/24/2018,10:23:20 AM,26.574,19.612,8.539,13.812,6.22,17.552,4.074,9.791,13.145,28.662,32.543,32.554,32.358
6/24/2018,10:40:00 AM,26.549,19.603,8.525,13.804,6.178,17.557,4.061,9.77,13.092,28.667,32.669,32.667,32.475
6/24/2018,10:56:40 AM,26.572,19.565,8.465,13.757,6.166,17.524,4.059,9.716,13.038,28.667,32.691,32.688,32.494
6/24/2018,11:13:20 AM,26.579,19.562,8.466,13.746,6.132,17.512,4.033,9.711,13.02,28.67,32.791,32.8,32.596
6/24/2018,11:30:00 AM,26.567,19.55,8.443,13.722,6.117,17.494,3.997,9.679,12.987,28.673,32.834,32.833,32.646
6/24/2018,11:46:40 AM,26.55,19.541,8.41,13.679,6.085,17.465,3.986,9.642,12.934,28.677,32.838,32.843,32.648
6/24/2018,12:03:20 PM,26.573,19.496,8.397,13.684,6.077,17.446,3.969,9.61,12.908,28.675,32.925,32.9,32.765
6/24/2018,12:20:00 PM,26.457,19.423,8.33,13.607,6.017,17.372,3.939,9.568,12.823,28.68,32.63,32.665,32.665
6/24/2018,12:36:40 PM,26.428,19.375,8.266,13.561,5.992,17.328,3.904,9.516,12.773,28.685,31.406,31.409,31.162
6/24/2018,12:53:20 PM,26.399,19.371,8.225,13.534,5.933,17.307,3.898,9.474,12.709,28.671,30.941,30.975,30.738
6/24/2018,1:10:00 PM,26.361,19.304,8.201,13.494,5.898,17.237,3.834,9.445,12.659,28.671,30.627,30.699,30.453
6/24/2018,1:26:40 PM,26.295,19.241,8.153,13.413,5.874,17.196,3.816,9.372,12.626,28.667,30.274,30.352,30.113
6/24/2018,1:43:20 PM,26.296,19.207,8.12,13.384,5.833,17.148,3.772,9.384,12.562,28.672,30.132,30.212,29.786
6/24/2018,2:00:00 PM,26.295,19.201,8.104,13.353,5.812,17.16,3.751,9.335,12.507,28.668,30.134,30.229,29.831
6/24/2018,2:16:40 PM,26.261,19.139,8.072,13.291,5.782,17.099,3.729,9.297,12.458,28.662,29.929,29.947,29.715
6/24/2018,2:33:20 PM,26.276,19.125,8.043,13.284,5.731,17.081,3.705,9.27,12.4,28.673,29.904,30.002,29.558
6/24/2018,2:50:00 PM,26.253,19.114,7.997,13.263,5.687,17.064,3.681,9.205,12.357,28.676,29.936,30.052,29.702
6/24/2018,3:06:40 PM,26.208,19.092,7.96,13.251,5.673,17.02,3.662,9.192,12.312,28.686,30.06,30.122,29.665
6/24/2018,3:23:20 PM,26.178,19.034,7.952,13.174,5.65,16.982,3.627,9.148,12.281,28.698,29.855,29.981,29.663
6/24/2018,3:40:00 PM,26.181,19.017,7.921,13.122,5.601,16.939,3.614,9.142,12.234,28.702,29.819,29.884,29.498
6/24/2018,3:56:40 PM,26.164,19.025,7.889,13.15,5.577,16.91,3.598,9.087,12.19,28.704,29.972,30.079,29.645
6/24/2018,4:13:20 PM,26.187,18.985,7.859,13.099,5.571,16.908,3.584,9.058,12.147,28.702,29.964,30.032,29.734
6/24/2018,4:30:00 PM,26.165,18.941,7.829,13.086,5.554,16.87,3.536,9.039,12.113,28.703,29.861,29.934,29.622
6/24/2018,4:46:40 PM,26.129,18.948,7.81,13.031,5.536,16.863,3.538,8.988,12.061,28.708,29.864,29.965,29.563
6/24/2018,5:03:20 PM,26.166,18.919,7.784,13.045,5.506,16.856,3.54,8.98,12.053,28.7,29.856,29.92,29.575
6/24/2018,5:20:00 PM,26.139,18.926,7.781,13.02,5.487,16.823,3.517,8.967,11.996,28.695,29.935,30.016,29.723
6/24/2018,5:36:40 PM,26.088,18.87,7.738,12.954,5.469,16.806,3.49,8.937,11.96,28.691,29.673,29.794,29.434
6/24/2018,5:53:20 PM,26.072,18.843,7.71,12.918,5.441,16.768,3.468,8.894,11.921,28.69,29.628,29.699,29.462
6/24/2018,6:10:00 PM,26.07,18.814,7.673,12.886,5.41,16.75,3.448,8.862,11.877,28.689,29.521,29.64,29.348
6/24/2018,6:26:40 PM,26.036,18.802,7.658,12.883,5.387,16.701,3.422,8.86,11.835,28.685,29.433,29.585,29.376
6/24/2018,6:43:20 PM,26.046,18.771,7.628,12.865,5.365,16.69,3.433,8.83,11.787,28.683,29.435,29.572,29.213
6/24/2018,7:00:00 PM,26.031,18.748,7.604,12.795,5.332,16.65,3.412,8.807,11.751,28.682,29.417,29.565,29.283
6/24/2018,7:16:40 PM,26.022,18.714,7.58,12.796,5.31,16.645,3.406,8.775,11.7,28.688,29.628,29.703,29.407
6/24/2018,7:33:20 PM,26.012,18.684,7.562,12.763,5.305,16.603,3.36,8.742,11.677,28.691,29.477,29.589,29.283
6/24/2018,7:50:00 PM,25.993,18.645,7.522,12.74,5.254,16.583,3.332,8.711,11.623,28.692,29.414,29.533,29.263
6/24/2018,8:06:40 PM,25.998,18.649,7.522,12.701,5.244,16.556,3.333,8.672,11.604,28.696,29.5,29.634,29.326
6/24/2018,8:23:20 PM,25.97,18.632,7.495,12.69,5.236,16.56,3.301,8.663,11.571,28.696,29.429,29.592,29.31
6/24/2018,8:40:00 PM,25.957,18.57,7.469,12.656,5.182,16.516,3.303,8.641,11.525,28.706,29.344,29.511,29.066
6/24/2018,8:56:40 PM,25.995,18.569,7.447,12.63,5.172,16.508,3.244,8.592,11.49,28.722,29.587,29.707,29.448
6/24/2018,9:13:20 PM,25.951,18.545,7.417,12.609,5.166,16.491,3.262,8.607,11.442,28.726,29.608,29.752,29.548
6/24/2018,9:30:00 PM,25.948,18.533,7.391,12.599,5.128,16.437,3.227,8.587,11.397,28.725,29.555,29.699,29.341
6/24/2018,9:46:40 PM,25.915,18.514,7.359,12.547,5.102,16.425,3.225,8.52,11.365,28.729,29.474,29.608,29.35
6/24/2018,10:03:20 PM,25.927,18.481,7.352,12.527,5.102,16.4,3.19,8.504,11.302,28.716,29.567,29.689,29.359
6/24/2018,10:20:00 PM,25.872,18.465,7.281,12.481,5.051,16.367,3.176,8.478,11.298,28.727,29.537,29.688,29.426
6/24/2018,10:36:40 PM,25.849,18.431,7.282,12.461,5.028,16.336,3.157,8.46,11.242,28.725,29.426,29.549,29.221
6/24/2018,10:53:20 PM,25.865,18.378,7.285,12.425,4.998,16.307,3.122,8.407,11.179,28.73,29.383,29.499,29.23
6/24/2018,11:10:00 PM,25.846,18.361,7.245,12.413,4.988,16.274,3.134,8.406,11.153,28.734,29.363,29.573,29.247
6/24/2018,11:26:40 PM,25.801,18.331,7.163,12.39,4.942,16.278,3.091,8.354,11.106,28.745,29.359,29.478,29.218
6/24/2018,11:43:20 PM,25.819,18.307,7.177,12.34,4.933,16.214,3.064,8.335,11.07,28.747,29.389,29.544,29.145
6/25/2018,12:00:00 AM,25.766,18.282,7.119,12.314,4.908,16.189,3.032,8.308,10.995,28.753,29.307,29.454,29.118
6/25/2018,12:16:40 AM,25.751,18.243,7.112,12.275,4.879,16.171,3.007,8.244,10.974,28.757,29.205,29.409,28.918
6/25/2018,12:33:20 AM,25.735,18.218,7.065,12.252,4.849,16.146,3.037,8.243,10.931,28.754,29.246,29.377,28.997
6/25/2018,12:50:00 AM,25.703,18.189,7.058,12.209,4.82,16.106,2.978,8.209,10.897,28.76,29.216,29.363,29.021
6/25/2018,1:06:40 AM,25.752,18.19,7.029,12.201,4.798,16.09,2.97,8.174,10.864,28.779,29.48,29.587,29.061
6/25/2018,1:23:20 AM,25.782,18.175,7.027,12.19,4.792,16.103,2.976,8.162,10.834,28.786,29.658,29.764,29.327
6/25/2018,1:40:00 AM,25.78,18.16,7.027,12.19,4.785,16.086,2.967,8.152,10.824,28.806,29.933,30.029,29.706
6/25/2018,1:56:40 AM,25.776,18.165,6.991,12.132,4.736,16.091,2.944,8.138,10.755,28.811,29.809,29.891,29.458
6/25/2018,2:13:20 AM,25.763,18.151,6.969,12.104,4.749,16.07,2.937,8.099,10.767,28.814,29.846,29.932,29.55
6/25/2018,2:30:00 AM,25.764,18.109,6.971,12.087,4.705,16.019,2.921,8.092,10.736,28.812,29.787,29.839,29.509
6/25/2018,2:46:40 AM,25.735,18.098,6.926,12.063,4.696,16.011,2.917,8.053,10.677,28.814,29.673,29.791,29.422
6/25/2018,3:03:20 AM,25.727,18.042,6.913,12.022,4.668,15.972,2.887,8.015,10.633,28.823,29.791,29.851,29.528
6/25/2018,3:20:00 AM,25.709,18.039,6.899,11.999,4.653,15.955,2.858,7.988,10.603,28.829,29.804,29.874,29.563
6/25/2018,3:36:40 AM,25.725,17.993,6.878,11.977,4.62,15.927,2.872,7.943,10.578,28.828,29.824,29.919,29.458
6/25/2018,3:53:20 AM,25.674,17.98,6.816,11.945,4.588,15.893,2.863,7.943,10.557,28.832,29.618,29.737,29.404
6/25/2018,4:10:00 AM,25.649,17.921,6.801,11.917,4.56,15.856,2.82,7.906,10.463,28.834,29.621,29.658,29.224
6/25/2018,4:26:40 AM,25.665,17.924,6.769,11.885,4.524,15.849,2.805,7.864,10.458,28.839,29.6,29.706,29.216
6/25/2018,4:43:20 AM,25.643,17.917,6.757,11.873,4.521,15.832,2.792,7.867,10.432,28.851,29.591,29.704,29.257
6/25/2018,5:00:00 AM,25.624,17.906,6.72,11.857,4.493,15.791,2.781,7.824,10.378,28.862,29.628,29.733,29.277
6/25/2018,5:16:40 AM,25.646,17.856,6.727,11.812,4.468,15.806,2.775,7.793,10.361,28.857,29.69,29.78,29.36
6/25/2018,5:33:20 AM,25.641,17.863,6.7,11.797,4.464,15.768,2.743,7.787,10.332,28.854,29.788,29.838,29.436
6/25/2018,5:50:00 AM,25.63,17.839,6.674,11.771,4.433,15.762,2.749,7.782,10.314,28.856,30.039,30.1,29.617
6/25/2018,6:06:40 AM,25.637,17.863,6.689,11.754,4.433,15.753,2.745,7.749,10.28,28.853,30.783,30.855,30.406
6/25/2018,6:23:20 AM,25.676,17.832,6.686,11.766,4.429,15.773,2.743,7.749,10.251,28.849,30.982,31.032,30.667
6/25/2018,6:40:00 AM,25.709,17.843,6.655,11.745,4.42,15.753,2.743,7.727,10.23,28.865,31.087,31.154,30.808
6/25/2018,6:56:40 AM,25.719,17.828,6.639,11.742,4.402,15.762,2.732,7.698,10.247,28.867,31.173,31.214,30.915
6/25/2018,7:13:20 AM,25.713,17.826,6.645,11.701,4.375,15.715,2.724,7.727,10.204,28.869,31.452,31.491,31.246
6/25/2018,7:30:00 AM,25.726,17.806,6.646,11.719,4.386,15.709,2.7,7.712,10.193,28.88,31.721,31.731,31.504
6/25/2018,7:46:40 AM,25.731,17.816,6.623,11.679,4.36,15.723,2.717,7.685,10.171,28.882,31.696,31.71,31.507
6/25/2018,8:03:20 AM,25.731,17.786,6.632,11.644,4.338,15.709,2.705,7.646,10.147,28.886,31.842,31.859,31.637
6/25/2018,8:20:00 AM,25.741,17.757,6.577,11.651,4.313,15.653,2.695,7.629,10.112,28.89,31.945,31.952,31.732
6/25/2018,8:36:40 AM,25.731,17.732,6.569,11.61,4.3,15.675,2.691,7.626,10.077,28.898,32.105,32.101,31.883
6/25/2018,8:53:20 AM,25.737,17.736,6.558,11.593,4.29,15.66,2.663,7.61,10.026,28.896,32.229,32.238,32.023
6/25/2018,9:10:00 AM,25.709,17.739,6.543,11.591,4.263,15.631,2.671,7.58,10.03,28.903,32.332,32.343,32.125
6/25/2018,9:26:40 AM,25.729,17.691,6.501,11.575,4.23,15.599,2.651,7.546,9.998,28.923,32.262,32.267,32.031
6/25/2018,9:43:20 AM,25.693,17.663,6.493,11.508,4.222,15.591,2.645,7.523,9.961,28.926,32.27,32.267,32.052
6/25/2018,10:00:00 AM,25.7,17.639,6.471,11.531,4.208,15.554,2.64,7.506,9.947,28.926,32.143,32.155,31.924
6/25/2018,10:16:40 AM,25.691,17.628,6.439,11.503,4.198,15.535,2.636,7.492,9.919,28.923,32.217,32.218,31.998
6/25/2018,10:33:20 AM,25.699,17.627,6.444,11.476,4.176,15.539,2.628,7.485,9.86,28.923,32.19,32.197,31.946
6/25/2018,10:50:00 AM,25.698,17.574,6.419,11.47,4.164,15.517,2.613,7.468,9.861,28.927,32.253,32.269,32.011
6/25/2018,11:06:40 AM,25.656,17.591,6.401,11.436,4.133,15.485,2.579,7.433,9.808,28.944,32.238,32.232,32.002
6/25/2018,11:23:20 AM,25.638,17.539,6.391,11.379,4.114,15.473,2.563,7.404,9.777,28.95,32.331,32.343,32.084
6/25/2018,11:40:00 AM,25.655,17.549,6.354,11.361,4.111,15.457,2.579,7.382,9.75,28.957,32.507,32.511,32.273
6/25/2018,11:56:40 AM,25.64,17.513,6.337,11.335,4.081,15.453,2.53,7.365,9.727,28.959,32.464,32.455,32.226
