,,P23,P24,P33,P34,P35,P36,Baro,T1,T2,T3
6/25/2018,4:06:40 PM,25.72,25.972,12.315,5.509,27.134,24.758,28.978,30.69,30.803,30.486
6/25/2018,4:23:20 PM,25.671,25.977,12.303,5.49,27.133,24.757,28.975,30.76,30.837,30.577
6/25/2018,4:40:00 PM,25.696,25.999,12.269,5.409,27.123,24.751,28.978,30.779,30.869,30.63
6/25/2018,4:56:40 PM,25.672,25.943,12.232,5.403,27.105,24.755,28.979,31.402,31.419,31.272
6/25/2018,5:13:20 PM,25.685,25.928,12.153,5.348,27.085,24.714,28.983,31.209,31.22,30.973
6/25/2018,5:30:00 PM,25.653,25.93,12.139,5.334,27.1,24.709,28.983,31.183,31.239,30.963
6/25/2018,5:46:40 PM,25.666,25.936,12.094,5.283,27.075,24.703,28.983,31.68,31.735,31.55
6/25/2018,6:03:20 PM,25.668,25.95,12.092,5.286,27.098,24.707,28.976,31.574,31.67,31.605
6/25/2018,6:20:00 PM,25.679,25.952,12.072,5.252,27.121,24.728,28.975,31.589,31.514,31.367
6/25/2018,6:36:40 PM,25.689,25.995,12.027,5.267,27.166,24.768,28.981,31.888,31.972,32.031
6/25/2018,6:53:20 PM,25.664,25.955,11.998,5.224,27.123,24.733,28.975,32.223,32.229,32.354
6/25/2018,7:10:00 PM,25.647,25.89,11.953,5.163,27.12,24.707,28.976,31.762,31.893,32.047
6/25/2018,7:26:40 PM,25.621,25.812,11.871,5.134,27.068,24.68,28.97,31.64,31.71,31.912
6/25/2018,7:43:20 PM,25.601,25.838,11.875,5.093,27.045,24.654,28.967,31.572,31.695,31.704
6/25/2018,8:00:00 PM,25.529,25.803,11.816,5.044,27.046,24.603,28.955,31.545,31.602,31.668
6/25/2018,8:16:40 PM,25.563,25.816,11.774,5.017,27.018,24.598,28.953,31.197,31.31,31.254
6/25/2018,8:33:20 PM,25.557,25.797,11.719,4.974,27.015,24.597,28.951,30.986,31.063,30.977
6/25/2018,8:50:00 PM,25.534,25.765,11.681,4.959,26.994,24.576,28.952,30.849,30.934,30.848
6/25/2018,9:06:40 PM,25.506,25.735,11.644,4.911,26.971,24.519,28.949,30.934,31.092,31.041
6/25/2018,9:23:20 PM,25.471,25.751,11.575,4.89,26.946,24.529,28.949,30.63,30.808,30.81
6/25/2018,9:40:00 PM,25.467,25.724,11.535,4.824,26.913,24.509,28.954,30.476,30.579,30.494
6/25/2018,9:56:40 PM,25.444,25.699,11.497,4.809,26.888,24.505,28.952,30.442,30.61,30.603
6/25/2018,10:13:20 PM,25.438,25.692,11.439,4.761,26.881,24.477,28.956,30.338,30.456,30.308
6/25/2018,10:30:00 PM,25.391,25.633,11.403,4.751,26.852,24.429,28.94,30.207,30.345,30.318
6/25/2018,10:46:40 PM,25.399,25.622,11.368,4.689,26.825,24.429,28.942,30.368,30.493,30.417
6/25/2018,11:03:20 PM,25.379,25.567,11.304,4.669,26.791,24.401,28.943,30.245,30.407,30.343
6/25/2018,11:20:00 PM,25.344,25.549,11.274,4.63,26.772,24.358,28.945,30.242,30.408,30.354
6/25/2018,11:36:40 PM,25.327,25.525,11.216,4.608,26.781,24.353,28.95,30.114,30.252,30.193
6/25/2018,11:53:20 PM,25.298,25.534,11.178,4.553,26.762,24.333,28.95,29.986,30.157,30.108
6/26/2018,12:10:00 AM,25.266,25.475,11.131,4.546,26.71,24.31,28.936,29.953,30.121,30.062
6/26/2018,12:26:40 AM,25.238,25.475,11.081,4.49,26.692,24.285,28.937,29.955,30.128,30.077
6/26/2018,12:43:20 AM,25.208,25.453,11.052,4.48,26.659,24.232,28.935,29.813,29.953,29.8
6/26/2018,1:00:00 AM,25.219,25.403,10.998,4.405,26.637,24.212,28.938,29.611,29.794,29.765
6/26/2018,1:16:40 AM,25.183,25.362,10.931,4.385,26.604,24.181,28.934,29.509,29.721,29.625
6/26/2018,1:33:20 AM,25.155,25.342,10.916,4.341,26.59,24.149,28.932,29.459,29.62,29.539
6/26/2018,1:50:00 AM,25.149,25.357,10.857,4.307,26.558,24.147,28.939,29.547,29.69,29.412
6/26/2018,2:06:40 AM,25.138,25.33,10.812,4.271,26.553,24.129,28.952,29.724,29.868,29.605
6/26/2018,2:23:20 AM,25.141,25.36,10.785,4.252,26.572,24.105,28.945,29.866,29.99,29.715
6/26/2018,2:40:00 AM,25.137,25.333,10.766,4.251,26.539,24.127,28.948,29.957,30.038,29.781
6/26/2018,2:56:40 AM,25.145,25.339,10.736,4.23,26.568,24.088,28.949,30.073,30.171,29.996
6/26/2018,3:13:20 AM,25.139,25.323,10.708,4.203,26.552,24.075,28.95,29.966,30.101,29.914
6/26/2018,3:30:00 AM,25.102,25.304,10.652,4.166,26.536,24.05,28.951,29.946,30.058,29.858
6/26/2018,3:46:40 AM,25.118,25.294,10.639,4.148,26.523,24.035,28.944,29.95,30.093,29.866
6/26/2018,4:03:20 AM,25.082,25.285,10.623,4.141,26.526,24.019,28.943,29.961,30.089,29.94
6/26/2018,4:20:00 AM,25.069,25.257,10.583,4.089,26.487,23.976,28.943,29.881,30.02,29.909
6/26/2018,4:36:40 AM,25.055,25.196,10.528,4.055,26.448,23.96,28.947,29.64,29.775,29.678
6/26/2018,4:53:20 AM,25.001,25.214,10.47,4.031,26.424,23.947,28.955,29.688,29.844,29.625
6/26/2018,5:10:00 AM,25,25.224,10.454,3.996,26.424,23.927,28.963,29.853,30.001,29.726
6/26/2018,5:26:40 AM,24.98,25.198,10.418,3.975,26.427,23.904,28.959,29.775,29.853,29.663
6/26/2018,5:43:20 AM,25.012,25.216,10.394,3.966,26.448,23.9,28.965,30.284,30.382,30.031
6/26/2018,6:00:00 AM,24.985,25.251,10.368,3.947,26.461,23.915,28.961,31.057,31.157,30.769
6/26/2018,6:16:40 AM,24.991,25.246,10.342,3.945,26.474,23.919,28.973,31.263,31.365,30.983
6/26/2018,6:33:20 AM,25.036,25.255,10.344,3.952,26.48,23.915,28.97,31.338,31.428,31.106
6/26/2018,6:50:00 AM,25.054,25.272,10.307,3.946,26.479,23.912,28.977,31.363,31.423,31.147
6/26/2018,7:06:40 AM,25.048,25.291,10.294,3.912,26.505,23.922,28.97,31.711,31.749,31.485
6/26/2018,7:23:20 AM,25.073,25.302,10.261,3.909,26.49,23.918,28.967,31.71,31.749,31.511
6/26/2018,7:40:00 AM,25.034,25.28,10.251,3.91,26.506,23.902,28.968,31.964,32.001,31.745
6/26/2018,7:56:40 AM,25.015,25.275,10.225,3.91,26.479,23.897,28.963,31.719,31.747,31.526
6/26/2018,8:13:20 AM,25.02,25.275,10.182,3.893,26.498,23.875,28.956,31.579,31.594,31.378
6/26/2018,8:30:00 AM,25.031,25.245,10.145,3.871,26.496,23.881,28.969,31.82,31.852,31.628
6/26/2018,8:46:40 AM,24.997,25.263,10.131,3.835,26.495,23.85,28.968,31.834,31.872,31.658
6/26/2018,9:03:20 AM,25.009,25.234,10.088,3.851,26.501,23.845,28.964,31.917,31.97,31.734
6/26/2018,9:20:00 AM,24.978,25.227,10.068,3.827,26.471,23.839,28.963,31.818,31.856,31.628
6/26/2018,9:36:40 AM,25.008,25.213,10.027,3.814,26.467,23.831,28.962,31.775,31.816,31.608
6/26/2018,9:53:20 AM,24.972,25.217,9.984,3.792,26.43,23.823,28.966,31.941,31.989,31.775
6/26/2018,10:10:00 AM,24.953,25.195,9.994,3.784,26.446,23.827,28.965,31.998,32.035,31.814
6/26/2018,10:26:40 AM,24.946,25.18,9.926,3.774,26.416,23.765,28.967,32.081,32.123,31.881
6/26/2018,10:43:20 AM,24.943,25.181,9.873,3.758,26.431,23.777,28.968,32.139,32.192,31.941
6/26/2018,11:00:00 AM,24.93,25.17,9.869,3.745,26.409,23.751,28.972,32.15,32.186,31.954
6/26/2018,11:16:40 AM,24.917,25.145,9.837,3.747,26.376,23.734,28.969,32.153,32.182,31.926
6/26/2018,11:33:20 AM,24.913,25.136,9.808,3.723,26.396,23.737,28.972,32.194,32.237,31.977
6/26/2018,11:50:00 AM,24.908,25.123,9.789,3.708,26.348,23.734,28.965,32.194,32.239,31.97
6/26/2018,12:06:40 PM,24.873,25.131,9.757,3.646,26.37,23.726,28.966,32.071,32.12,31.882
6/26/2018,12:23:20 PM,24.855,25.118,9.719,3.674,26.364,23.721,28.959,31.915,31.951,31.746
6/26/2018,12:40:00 PM,24.857,25.131,9.7,3.675,26.36,23.696,28.959,32.186,32.204,32.002
6/26/2018,12:56:40 PM,24.851,25.106,9.649,3.683,26.359,23.687,28.955,32.315,32.352,32.139
6/26/2018,1:13:20 PM,24.865,25.11,9.627,3.638,26.366,23.678,28.949,32.63,32.664,32.458
6/26/2018,1:30:00 PM,24.892,25.112,9.586,3.659,26.362,23.665,28.944,32.8,32.835,32.664
6/26/2018,1:46:40 PM,24.874,25.121,9.604,3.638,26.374,23.683,28.936,32.829,32.877,32.724
6/26/2018,2:03:20 PM,24.841,25.074,9.545,3.666,26.387,23.677,28.929,32.751,32.828,32.962
6/26/2018,2:20:00 PM,24.838,25.024,9.496,3.626,26.326,23.632,28.926,31.46,31.553,31.525
6/26/2018,2:36:40 PM,24.778,25.002,9.461,3.583,26.309,23.606,28.911,31.08,31.199,31.064
6/26/2018,2:53:20 PM,24.756,24.953,9.416,3.547,26.259,23.595,28.915,30.807,30.872,30.813
6/26/2018,3:10:00 PM,24.701,24.87,9.391,3.569,26.206,23.541,28.912,30.567,30.599,30.534
6/26/2018,3:26:40 PM,24.689,24.892,9.334,3.537,26.229,23.518,28.907,30.325,30.375,30.206
6/26/2018,3:43:20 PM,24.682,24.916,9.308,3.532,26.216,23.521,28.901,30.54,30.668,30.415
6/26/2018,4:00:00 PM,24.71,24.89,9.256,3.525,26.206,23.517,28.911,30.457,30.616,30.349
6/26/2018,4:16:40 PM,24.675,24.896,9.266,3.543,26.181,23.476,28.913,30.275,30.44,30.237
6/26/2018,4:33:20 PM,24.67,24.876,9.204,3.51,26.207,23.482,28.911,30.453,30.564,30.383
6/26/2018,4:50:00 PM,24.677,24.878,9.217,3.504,26.182,23.486,28.904,30.413,30.547,30.385
6/26/2018,5:06:40 PM,24.664,24.854,9.171,3.488,26.179,23.473,28.899,30.421,30.554,30.47
6/26/2018,5:23:20 PM,24.633,24.803,9.152,3.481,26.146,23.44,28.889,30.169,30.299,30.206
6/26/2018,5:40:00 PM,24.628,24.795,9.11,3.473,26.136,23.432,28.883,30.022,30.182,30.121
6/26/2018,5:56:40 PM,24.577,24.808,9.077,3.465,26.134,23.408,28.877,29.991,30.162,30.031
6/26/2018,6:13:20 PM,24.599,24.766,9.023,3.441,26.086,23.402,28.872,29.979,30.15,30.064
6/26/2018,6:30:00 PM,24.592,24.764,9.003,3.447,26.087,23.405,28.867,29.992,30.107,30.098
